title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Teenage Queen (Europe),,Atari ST,CASINO,,Ere Informatique,OTHER_NOT_RATED,,1988,,,,
Telemark Warrior (Europe),,Atari ST,SHOOT_EM_UP,,Silicon Games,OTHER_NOT_RATED,,1989,,,,
"Teller, The (Europe)",,Atari ST,PUZZLE,,UBI Soft,OTHER_NOT_RATED,,1989,,,,
Tempest (Europe),,Atari ST,SHOOTER,,Atari Corp.,OTHER_NOT_RATED,,1989,,,,
Temple of Apshai Trilogy (USA),,Atari ST,ROLE_PLAYING,,Epyx,OTHER_NOT_RATED,,1986,,,,
Tennis (France) (Unl) (High Res Version),,Atari ST,SPORTS_TENNIS,,DL Research,OTHER_NOT_RATED,,1986,,,,
Tennis (France) (Unl) (Medium Res Version),,Atari ST,SPORTS_TENNIS,,DL Research,OTHER_NOT_RATED,,1986,,,,
Tennis Cup (Europe) (Disk 1),,Atari ST,SPORTS_TENNIS,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Tennis Cup (Europe) (Disk 2),,Atari ST,SPORTS_TENNIS,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Tennis Cup II (Europe) (Disk 1),,Atari ST,SPORTS_TENNIS,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Tennis Cup II (Europe) (Disk 2),,Atari ST,SPORTS_TENNIS,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Terminator II - Judgemant Day (Europe) (Disk 1),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
Terminator II - Judgemant Day (Europe) (Disk 2),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1992,,,,
Termodroid (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Below Zero Software,OTHER_NOT_RATED,,1993,,,,
Terra Nova (Europe),,Atari ST,SHOOT_EM_UP,,Kingsoft,OTHER_NOT_RATED,,1987,,,,
Terramex (Europe),,Atari ST,PLATFORM,,Grandslam Entertainment,OTHER_NOT_RATED,,1987,,,,
Terrestrial Encounter (Europe),,Atari ST,PLATFORM,,Solar Software,OTHER_NOT_RATED,,1986,,,,
Terrorpods (Europe),,Atari ST,SHOOTER,,Psygnosis,OTHER_NOT_RATED,,1987,,,,
Terry's Big Adventure (Europe),,Atari ST,PLATFORM,,Gametoc,OTHER_NOT_RATED,,1989,,,,
Test Drive (USA),,Atari ST,DRIVING,,Accolade,OTHER_NOT_RATED,,1987,,,,
Test Drive II - The Duel (USA),,Atari ST,DRIVING,,Accolade,OTHER_NOT_RATED,,1990,,,,
Tetra Quest (Europe),,Atari ST,SHOOTER,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Tetris (MirrorSoft) (Europe),,Atari ST,PUZZLE,,MirrorSoft,OTHER_NOT_RATED,,1987,,,,
Tetris (Spectrum Holobyte) (USA),,Atari ST,PUZZLE,,Spectrum Holobyte,OTHER_NOT_RATED,,1987,,,,
Tetris II Strikes Back (USA),,Atari ST,PUZZLE,,Beast Software,OTHER_NOT_RATED,,1996,,,,
Thai Boxing (Europe),,Atari ST,FIGHTER,,Anco Software,OTHER_NOT_RATED,,1987,,,,
Theatre of War (Europe),,Atari ST,STRATEGY,,Starbyte,OTHER_NOT_RATED,,1992,,,,
Their Finest Hour - The Battle of Britain (Europe),,Atari ST,SIMULATION,,LucasFilm Games,OTHER_NOT_RATED,,1991,,,,
Theme Park Mystery - Variations on a Theme (Europe),,Atari ST,PUZZLE,,MirrorSoft,OTHER_NOT_RATED,,1990,,,,
Things to do with Words (Europe),,Atari ST,EDUCATIONAL,,Soft Stuff,OTHER_NOT_RATED,,1990,,,,
Think (Europe) (Unl),,Atari ST,PUZZLE,,Motelsoft,OTHER_NOT_RATED,,1990,,,,
Think 2 (Europe) (Unl),,Atari ST,PUZZLE,,Motelsoft,OTHER_NOT_RATED,,1991,,,,
Think Cross (Europe),,Atari ST,PUZZLE,,Max,OTHER_NOT_RATED,,1991,,,,
"Third Courier, The (Europe)",,Atari ST,ADVENTURE,,Accolade,OTHER_NOT_RATED,,1989,,,,
Third Reich (USA),,Atari ST,STRATEGY,,Avalon Hill,OTHER_NOT_RATED,,1992,,,,
Thomas the Tank Engine & Friends (USA),,Atari ST,ACTION,,Alternative Software,OTHER_NOT_RATED,,1992,,,,
Thomas the Tank Engine 2 (USA),,Atari ST,DRIVING,,Alternative Software,OTHER_NOT_RATED,,1993,,,,
"Three Musketeers, The (Europe)",,Atari ST,ADVENTURE,,American Action,OTHER_NOT_RATED,,1987,,,,
Thrust (Europe),,Atari ST,ACTION,,Firebird,OTHER_NOT_RATED,,1989,,,,
Thunder Blade (USA),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1988,,,,
Thunder Burner (France),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1991,,,,
Thunder Jaws (Europe),,Atari ST,SHOOT_EM_UP,,Domark,OTHER_NOT_RATED,,1991,,,,
Thunder Wing (Europe),,Atari ST,SHOOT_EM_UP,,Cascade Games,OTHER_NOT_RATED,,1989,,,,
Thunderbirds (Europe),,Atari ST,ACTION,,Grandslam Entertainment,OTHER_NOT_RATED,,1989,,,,
Thundercats (Europe),,Atari ST,PLATFORM,,Elite,OTHER_NOT_RATED,,1988,,,,
Thunderhawk AH-73M (Europe) (Disk 1),,Atari ST,SIMULATION,,Core Design,OTHER_NOT_RATED,,1991,,,,
Thunderhawk AH-73M (Europe) (Disk 2),,Atari ST,SIMULATION,,Core Design,OTHER_NOT_RATED,,1991,,,,
Thunderstrike (Europe),,Atari ST,SHOOTER,,Millennium,OTHER_NOT_RATED,,1990,,,,
Thurg-N-Murg (Europe) (Unl),,Atari ST,PLATFORM,,MajicSoft Inc,OTHER_NOT_RATED,,1993,,,,
Tiger Road (Europe) (Disk 1),,Atari ST,BEAT_EM_UP,,Go!,OTHER_NOT_RATED,,1987,,,,
Tiger Road (Europe) (Disk 2),,Atari ST,BEAT_EM_UP,,Go!,OTHER_NOT_RATED,,1987,,,,
Time (Europe),,Atari ST,ADVENTURE,,Empire Software,OTHER_NOT_RATED,,1989,,,,
Time and Magik (Europe),,Atari ST,ADVENTURE,,Datasoft,OTHER_NOT_RATED,,1988,,,,
Time Bandit (Europe),,Atari ST,ACTION,,MichTron,OTHER_NOT_RATED,,1985,,,,
Time Blast (Europe),,Atari ST,SHOOT_EM_UP,,Micro Value,OTHER_NOT_RATED,,null,,,,
Time Machine (Europe),,Atari ST,ACTION,,Activision,OTHER_NOT_RATED,,1990,,,,
Time Race (France),,Atari ST,ADVENTURE,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Time Runner (Europe),,Atari ST,PLATFORM,,Red Rat Software,OTHER_NOT_RATED,,1988,,,,
Time Scanner (Europe),,Atari ST,PINBALL,,Activision,OTHER_NOT_RATED,,1989,,,,
Time Soldier (Europe),,Atari ST,SHOOTER,,Electrocoin,OTHER_NOT_RATED,,1989,,,,
Times of Lore (Europe),,Atari ST,ACTION,,Origin Systems,OTHER_NOT_RATED,,1988,,,,
Tintin on the Moon (Europe),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1989,,,,
Tiny Skweeks (France),,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Tip Off (Europe) (Disk 1),,Atari ST,SPORTS_BASKETBALL,,Anco Software,OTHER_NOT_RATED,,1992,,,,
Tip Off (Europe) (Disk 2),,Atari ST,SPORTS_BASKETBALL,,Anco Software,OTHER_NOT_RATED,,1992,,,,
Titan (Europe),,Atari ST,PUZZLE,,Titus,OTHER_NOT_RATED,,1989,,,,
Titanic Blinky (Europe),,Atari ST,PLATFORM,,Zeppelin Games,OTHER_NOT_RATED,,1991,,,,
Titus the Fox - To Marrakech and Back (Europe),,Atari ST,PLATFORM,,Titus,OTHER_NOT_RATED,,1992,,,,
TNT (Europe),,Atari ST,SHOOTER,,Infogrames,OTHER_NOT_RATED,,1989,,,,
To Be on Top (Europe),,Atari ST,ACTION,,Rainbow Arts,OTHER_NOT_RATED,,1988,,,,
Toki (Europe),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Tolteka (Europe),,Atari ST,PLATFORM,,Ariolasoft,OTHER_NOT_RATED,,1987,,,,
Tom & Jerry (Europe),,Atari ST,PLATFORM,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Tom & Jerry - Hunting High and Low (Europe),,Atari ST,PLATFORM,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Tom and the Ghost (Europe),,Atari ST,PLATFORM,,UBI Soft,OTHER_NOT_RATED,,1990,,,,
Tomtar (Europe),,Atari ST,SHOOT_EM_UP,,Toxic Twins,OTHER_NOT_RATED,,1993,,,,
Tonic Tile (Europe),,Atari ST,BREAKOUT,,The Edge,OTHER_NOT_RATED,,1987,,,,
Toobin (Europe),,Atari ST,ACTION,,Domark,OTHER_NOT_RATED,,1989,,,,
Top Banana (Europe) (Disk 1),,Atari ST,PLATFORM,,Hex Media,OTHER_NOT_RATED,,1992,,,,
Top Banana (Europe) (Disk 2),,Atari ST,PLATFORM,,Hex Media,OTHER_NOT_RATED,,1992,,,,
Top Cat - Starring On Beverly Hills Cats (Europe),,Atari ST,ACTION,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
Top Gun (Europe),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1987,,,,
Top Secret (Germany),,Atari ST,ADVENTURE,,HGSS-Productions,OTHER_NOT_RATED,,null,,,,
Tornado Ground Attack (Europe),,Atari ST,SHOOT_EM_UP,,Energize,OTHER_NOT_RATED,,1991,,,,
Torvak the Warrior (Europe) (Disk 1),,Atari ST,PLATFORM,,Core Design,OTHER_NOT_RATED,,1990,,,,
Torvak the Warrior (Europe) (Disk 2),,Atari ST,PLATFORM,,Core Design,OTHER_NOT_RATED,,1990,,,,
Total Eclipse (Europe),,Atari ST,ROLE_PLAYING,,MicroProse,OTHER_NOT_RATED,,1989,,,,
Total Recall (Europe) (Disk 1),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Total Recall (Europe) (Disk 2),,Atari ST,PLATFORM,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Touring Car Racer (Europe),,Atari ST,DRIVING,,Byte Back,OTHER_NOT_RATED,,1991,,,,
Tournament Golf (Europe) (Disk 1),,Atari ST,SPORTS_GOLF,,Elite,OTHER_NOT_RATED,,1991,,,,
Tournament Golf (Europe) (Disk 2) (Course),,Atari ST,SPORTS_GOLF,,Elite,OTHER_NOT_RATED,,1991,,,,
Tower of Babel (Europe),,Atari ST,PUZZLE,,Rainbird,OTHER_NOT_RATED,,1989,,,,
Tower Toppler (USA),,Atari ST,ACTION,,Hewson Consultants,OTHER_NOT_RATED,,1988,,,,
Towers (USA) (Unl) (Disk 1),,Atari ST,ROLE_PLAYING,,JV Enterprises,OTHER_NOT_RATED,,1993,,,,
Towers (USA) (Unl) (Disk 2),,Atari ST,ROLE_PLAYING,,JV Enterprises,OTHER_NOT_RATED,,1993,,,,
Toyota Celica GT Rally (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
"Toyottes, The (France)",,Atari ST,PLATFORM,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Trackball (Europe) (Unl),,Atari ST,PUZZLE,,Serious Software,OTHER_NOT_RATED,,1993,,,,
Tracker (Europe),,Atari ST,ACTION,,Firebird,OTHER_NOT_RATED,,1987,,,,
Tracksuit Manager (Europe),,Atari ST,SPORTS_SOCCER,,Again Again,OTHER_NOT_RATED,,1988,,,,
Trail Blazer (Europe),,Atari ST,ACTION,,Gremlin Graphics,OTHER_NOT_RATED,,1987,,,,
Transartica (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Silmarils,OTHER_NOT_RATED,,1993,,,,
Transartica (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Silmarils,OTHER_NOT_RATED,,1993,,,,
Transputor (Europe),,Atari ST,BREAKOUT,,CRL,OTHER_NOT_RATED,,1988,,,,
Transylvania (USA),,Atari ST,ADVENTURE,,Penguin Software,OTHER_NOT_RATED,,1985,,,,
Trantor (Europe),,Atari ST,PLATFORM,,Probe Software,OTHER_NOT_RATED,,1987,,,,
Trap (Europe),,Atari ST,SHOOT_EM_UP,,Alligata Software,OTHER_NOT_RATED,,null,,,,
Trash Heap (Germany),,Atari ST,SHOOTER,,Diamond Games,OTHER_NOT_RATED,,1987,,,,
Trauma (Europe),,Atari ST,SHOOT_EM_UP,,Infogrames,OTHER_NOT_RATED,,1989,,,,
Treasure Island (USA),,Atari ST,ADVENTURE,,Windham Classics,OTHER_NOT_RATED,,1985,,,,
Treasure Island Dizzy (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1989,,,,
Treasure Trap (Europe),,Atari ST,ACTION,,Electronic Zoo,OTHER_NOT_RATED,,1989,,,,
Treble Champions (Europe),,Atari ST,SPORTS_SOCCER,,Mr Micor,OTHER_NOT_RATED,,1990,,,,
Treble Champions II (Europe),,Atari ST,SPORTS_SOCCER,,Challenge Software,OTHER_NOT_RATED,,1993,,,,
Trex Warrior - 22nd Century Gladiator (Europe),,Atari ST,SHOOTER,,Thalion,OTHER_NOT_RATED,,1990,,,,
Trifide (France),,Atari ST,SHOOT_EM_UP,,Pressimage,OTHER_NOT_RATED,,1986,,,,
Trinity (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Triton III (Europe),,Atari ST,SHOOT_EM_UP,,Wicked,OTHER_NOT_RATED,,1989,,,,
Trivia Challenge (Europe),,Atari ST,QUIZ,,Microdeal,OTHER_NOT_RATED,,1986,,,,
Trivia Trove (Europe),,Atari ST,QUIZ,,Anco Software,OTHER_NOT_RATED,,null,,,,
Trivial Pursuit - A New Beginning (Europe),,Atari ST,BOARD_GAMES,,Domark,OTHER_NOT_RATED,,1984,,,,
Trivial Pursuit - Genus Edition (Europe),,Atari ST,BOARD_GAMES,,Domark,OTHER_NOT_RATED,,1984,,,,
Trolls (Europe) (Unl),,Atari ST,MAZE,,Budgie UK,OTHER_NOT_RATED,,1993,,,,
Truck (France),,Atari ST,DRIVING,,FTL,OTHER_NOT_RATED,,1988,,,,
Turbo Cup (Europe),,Atari ST,DRIVING,,Loriciel,OTHER_NOT_RATED,,1988,,,,
Turbo GT (Europe),,Atari ST,DRIVING,,Infogrames,OTHER_NOT_RATED,,1989,,,,
Turbo Outrun (Europe) (Disk 1),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1989,,,,
Turbo Outrun (Europe) (Disk 2),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1989,,,,
Turbo ST (Europe),,Atari ST,DRIVING,,PLC,OTHER_NOT_RATED,,1987,,,,
Turn It (Europe),,Atari ST,MAHJONG,,Kingsoft,OTHER_NOT_RATED,,1990,,,,
Turn N' Burn (Europe),,Atari ST,SHOOTER,,Flair Software,OTHER_NOT_RATED,,1990,,,,
Turrican (Europe),,Atari ST,SHOOTER,,Rainbow Arts,OTHER_NOT_RATED,,1990,,,,
Turrican II (Europe),,Atari ST,SHOOTER,,Rainbow Arts,OTHER_NOT_RATED,,1991,,,,
Turtle Table Tennis Simulator (Europe),,Atari ST,SPORTS_TENNIS,,Electronic Zoo,OTHER_NOT_RATED,,1989,,,,
Tusker (Europe),,Atari ST,ADVENTURE,,System 3,OTHER_NOT_RATED,,1993,,,,
TV Sports Football (USA),,Atari ST,SPORTS_FOOTBALL,,Cinemaware,OTHER_NOT_RATED,,1988,,,,
Twilight's Ransom (USA),,Atari ST,ADVENTURE,,Paragon Software,OTHER_NOT_RATED,,1988,,,,
Twin Turbos (Europe),,Atari ST,DRIVING,,Smash 16,OTHER_NOT_RATED,,1991,,,,
Twinworld - Land of Vision (USA),,Atari ST,PLATFORM,,UBI Soft,OTHER_NOT_RATED,,1989,,,,
Twylyte (Europe),,Atari ST,SHOOTER,,Wicked,OTHER_NOT_RATED,,1989,,,,
Tymewarp (Europe) (Unl),,Atari ST,BREAKOUT,,YM Rockerz,OTHER_NOT_RATED,,2005,,,,
Typhoon (Germany),,Atari ST,SHOOT_EM_UP,,Kingsoft,OTHER_NOT_RATED,,1987,,,,
Typhoon Thompson - In Search for the Sea Child (Europe),,Atari ST,ACTION,,Domark,OTHER_NOT_RATED,,1991,,,,
Typing Tutor plus Word Invaders (USA),,Atari ST,EDUCATIONAL,,Academy Software,OTHER_NOT_RATED,,1985,,,,
U.S.S. John Young (Germany),,Atari ST,SIMULATION,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Ultima II (USA),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1985,,,,
Ultima III - Exodus (USA),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1986,,,,
Ultima IV - Quest of the Avatar (USA),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1988,,,,
Ultima V - Warriors of Destiny (USA) (Disk 1),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1988,,,,
Ultima V - Warriors of Destiny (USA) (Disk 2),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1988,,,,
Ultima VI - The False Prophet (Europe),,Atari ST,ROLE_PLAYING,,Origin Systems,OTHER_NOT_RATED,,1990,,,,
"Ultimate 'tris Game, The (Europe) (Unl)",,Atari ST,PUZZLE,,Alpha-Visions,OTHER_NOT_RATED,,1996,,,,
"Ultimate Arena, The (France)",,Atari ST,FIGHTER,,STeam,OTHER_NOT_RATED,,1994,,,,
"Ultimate Casino Gambling Simulation, The (USA)",,Atari ST,CASINO,,IntraCorp,OTHER_NOT_RATED,,1988,,,,
"Ultimate Ride, The (Europe) (Disk 1)",,Atari ST,RACING_MOTORBIKE,,Mindscape,OTHER_NOT_RATED,,1990,,,,
"Ultimate Ride, The (Europe) (Disk 2)",,Atari ST,RACING_MOTORBIKE,,Mindscape,OTHER_NOT_RATED,,1990,,,,
UN Squadron (Europe),,Atari ST,SHOOT_EM_UP,,US Gold,OTHER_NOT_RATED,,1990,,,,
Under Pressure (Europe),,Atari ST,SHOOT_EM_UP,,Electronic Zoo,OTHER_NOT_RATED,,1992,,,,
Under the Ice (USA),,Atari ST,SIMULATION,,Lyric,OTHER_NOT_RATED,,1987,,,,
Uninvited (USA),,Atari ST,ADVENTURE,,Mindscape,OTHER_NOT_RATED,,1987,,,,
"Universal Military Simulator 2, The - Nations at War (USA) (Disk 1)",,Atari ST,STRATEGY,,Intergalactic Development,OTHER_NOT_RATED,,1991,,,,
"Universal Military Simulator 2, The - Nations at War (USA) (Disk 2)",,Atari ST,STRATEGY,,Intergalactic Development,OTHER_NOT_RATED,,1991,,,,
"Universal Military Simulator, The (Europe) (Disk 1)",,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1987,,,,
"Universal Military Simulator, The (Europe) (Disk 2) (Scenario Disk American Civil War)",,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1987,,,,
"Universal Military Simulator, The (Europe) (Disk 3) (Scenario Disk Vietnam)",,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1987,,,,
Universe 3 (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Omnitrend Software,OTHER_NOT_RATED,,1989,,,,
Universe 3 (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Omnitrend Software,OTHER_NOT_RATED,,1989,,,,
Universe II (USA) (Disk 1),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1986,,,,
Universe II (USA) (Disk 2),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1986,,,,
Universe II (USA) (Disk 3),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1986,,,,
Unreal (France),,Atari ST,SHOOTER,,UBI Soft,OTHER_NOT_RATED,,1991,,,,
"Untouchables, The (Europe)",,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Uridium (USA),,Atari ST,SHOOT_EM_UP,,Mindscape,OTHER_NOT_RATED,,1986,,,,
Utopia - The Creation of a Nation (Europe) (Disk 1),,Atari ST,STRATEGY,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Utopia - The Creation of a Nation (Europe) (Disk 2),,Atari ST,STRATEGY,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Utopos (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Aggression,OTHER_NOT_RATED,,1995,,,,
Valgus 2 (Europe) (Unl),,Atari ST,PUZZLE,,James R Glenn,OTHER_NOT_RATED,,1990,,,,
Vampire's Empire (Europe),,Atari ST,PLATFORM,,Magic Bytes,OTHER_NOT_RATED,,1988,,,,
Vaxine (Europe),,Atari ST,SHOOTER,,US Gold,OTHER_NOT_RATED,,1990,,,,
Vector Invasion (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Patrick Dockhorn,OTHER_NOT_RATED,,1987,,,,
Vectorball (Europe),,Atari ST,SPORTS_FUTURISTIC,,Mastertronic,OTHER_NOT_RATED,,1988,,,,
Vegas Craps (USA),,Atari ST,CASINO,,California Dreams,OTHER_NOT_RATED,,1988,,,,
Vegas Gambler (USA),,Atari ST,CASINO,,California Dreams,OTHER_NOT_RATED,,1987,,,,
Vengeance of Excalibur (Europe),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1991,,,,
Venus - The Flytrap (Europe),,Atari ST,PLATFORM,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Verminator (Europe),,Atari ST,PLATFORM,,Rainbird,OTHER_NOT_RATED,,1989,,,,
Veteran (Europe),,Atari ST,SHOOTER,,Software Horizons,OTHER_NOT_RATED,,1988,,,,
Victory (Germany),,Atari ST,STRATEGY,,Kingsoft,OTHER_NOT_RATED,,1989,,,,
Victory Road (Europe),,Atari ST,SHOOTER,,Imagine,OTHER_NOT_RATED,,1988,,,,
Video Vegas (USA),,Atari ST,CASINO,,Baudville,OTHER_NOT_RATED,,1988,,,,
Videokid (Europe) (Disk 1),,Atari ST,SHOOTER,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Videokid (Europe) (Disk 2),,Atari ST,SHOOTER,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Vigilante (Europe),,Atari ST,BEAT_EM_UP,,US Gold,OTHER_NOT_RATED,,1989,,,,
Viking III (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Martin Ribbink,OTHER_NOT_RATED,,null,,,,
Vindicators (Europe),,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1989,,,,
Violator (Europe),,Atari ST,SHOOT_EM_UP,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Violence (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Digital Dynamics,OTHER_NOT_RATED,,1992,,,,
Violent Death (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Top Notch,OTHER_NOT_RATED,,1992,,,,
Virus (Europe),,Atari ST,SHOOTER,,Firebird,OTHER_NOT_RATED,,1988,,,,
Vixen (Europe),,Atari ST,PLATFORM,,Marthech,OTHER_NOT_RATED,,1988,,,,
Viz (Europe),,Atari ST,ACTION,,Virgin Mastertronic,OTHER_NOT_RATED,,1991,,,,
Volfied (Europe),,Atari ST,ACTION,,Empire Software,OTHER_NOT_RATED,,1991,,,,
Volleyball Simulator (Europe),,Atari ST,SPORTS_VOLLEYBALL,,Time Warp,OTHER_NOT_RATED,,1988,,,,
Voodoo Nightmare (Europe),,Atari ST,ACTION,,Palace Software,OTHER_NOT_RATED,,1990,,,,
Voyager (Europe),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Vroom (Europe),,Atari ST,DRIVING,,Lankhor,OTHER_NOT_RATED,,1991,,,,
Vroom Multiplayer (Europe),,Atari ST,DRIVING,,Lankhor,OTHER_NOT_RATED,,1993,,,,
Vulcan - The Tunisian Campaing (Europe),,Atari ST,STRATEGY,,CCS,OTHER_NOT_RATED,,1989,,,,
Wacky Darts (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Wacky Races (Europe),,Atari ST,DRIVING,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
Walls of Illusion (Germany) (Unl) (Disk 1),,Atari ST,ROLE_PLAYING,,Motelsoft,OTHER_NOT_RATED,,1993,,,,
Walls of Illusion (Germany) (Unl) (Disk 2),,Atari ST,ROLE_PLAYING,,Motelsoft,OTHER_NOT_RATED,,1993,,,,
Walz (Europe) (Unl),,Atari ST,BREAKOUT,,Mario Perdue,OTHER_NOT_RATED,,1993,,,,
Wanderer (Europe),,Atari ST,SHOOTER,,Pyramid Software,OTHER_NOT_RATED,,1986,,,,
Wanderer 3D (Europe),,Atari ST,SHOOTER,,Encore,OTHER_NOT_RATED,,1990,,,,
Wanted (France),,Atari ST,SHOOT_EM_UP,,Infogrames,OTHER_NOT_RATED,,1988,,,,
War (Europe) (Unl),,Atari ST,STRATEGY,,Serious Software,OTHER_NOT_RATED,,1994,,,,
War Heli (Europe),,Atari ST,SHOOT_EM_UP,,Argonica,OTHER_NOT_RATED,,1987,,,,
War in Middle Earth (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Melbourne House,OTHER_NOT_RATED,,1988,,,,
War in Middle Earth (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Melbourne House,OTHER_NOT_RATED,,1988,,,,
War in the Gulf (Europe),,Atari ST,STRATEGY,,Empire Software,OTHER_NOT_RATED,,1993,,,,
War Machine (Europe),,Atari ST,PLATFORM,,Players,OTHER_NOT_RATED,,1989,,,,
War Zone (Core Design) (Europe),,Atari ST,SHOOTER,,Core Design,OTHER_NOT_RATED,,1991,,,,
War Zone (Paradox) (Europe),,Atari ST,SHOOT_EM_UP,,Paradox Software,OTHER_NOT_RATED,,1986,,,,
Wargame Construction Set (USA),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1986,,,,
Warhawk (Europe),,Atari ST,SHOOT_EM_UP,,Silverbird,OTHER_NOT_RATED,,1988,,,,
Warhead (Europe),,Atari ST,SIMULATION,,Activision,OTHER_NOT_RATED,,1989,,,,
Warlock (Europe),,Atari ST,ACTION,,The Edge,OTHER_NOT_RATED,,1987,,,,
Warlock - The Avenger (Europe),,Atari ST,ROLE_PLAYING,,Millennium,OTHER_NOT_RATED,,1990,,,,
Warlock's Quest (Europe),,Atari ST,PLATFORM,,Ere Informatique,OTHER_NOT_RATED,,1988,,,,
Warp (Europe),,Atari ST,SHOOT_EM_UP,,Grandslam Entertainment,OTHER_NOT_RATED,,1989,,,,
Warriors of Reylene (Europe) (Disk 1),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1992,,,,
Warriors of Reylene (Europe) (Disk 2),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1992,,,,
Warship (USA),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1988,,,,
Waterloo (Europe),,Atari ST,STRATEGY,,PSS,OTHER_NOT_RATED,,1993,,,,
Wayne Gretzky Hockey (USA),,Atari ST,SPORTS_HOCKEY,,Bethesda Softworks,OTHER_NOT_RATED,,1989,,,,
Web Of Terror (Europe),,Atari ST,SHOOTER,,Impressions,OTHER_NOT_RATED,,1990,,,,
Ween - The Prophecy (Europe) (Disk 1),,Atari ST,ADVENTURE,,Coktel Vision,OTHER_NOT_RATED,,1992,,,,
